Par,Origem ID,Origem,Destino ID,Destino,Distância reta (km),Modo recomendado,Tempo estimado (min),Tempo planejamento (min),Confiança,Observação
L36-L41,L36,SoHo — Prince & Broadway,L41,The Oculus,1.81,Metrô/ônibus + caminhada,15,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L36-L42,L36,SoHo — Prince & Broadway,L42,9/11 Memorial & Museum,1.92,Metrô/ônibus + caminhada,15,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L36-L43,L36,SoHo — Prince & Broadway,L43,Wall Street / NYSE,2.24,Metrô/ônibus + caminhada,16,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L36-L44,L36,SoHo — Prince & Broadway,L44,Trinity Church,2.17,Metrô/ônibus + caminhada,16,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L36-L45,L36,SoHo — Prince & Broadway,L45,Bathhouse Flatiron,1.86,Metrô/ônibus + caminhada,15,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L37-L38,L37,Pearl River Mart,L38,Intrepid Museum,4.69,Metrô/ônibus + caminhada,24,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L37-L39,L37,Pearl River Mart,L39,Hudson River Greenway — Midtown,3.73,Metrô/ônibus + caminhada,21,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L37-L40,L37,Pearl River Mart,L40,Hudson Yards,3.50,Metrô/ônibus + caminhada,20,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L37-L41,L37,Pearl River Mart,L41,The Oculus,1.53,Metrô/ônibus + caminhada,14,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L37-L42,L37,Pearl River Mart,L42,9/11 Memorial & Museum,1.63,Metrô/ônibus + caminhada,14,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L37-L43,L37,Pearl River Mart,L43,Wall Street / NYSE,1.96,Metrô/ônibus + caminhada,15,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L37-L44,L37,Pearl River Mart,L44,Trinity Church,1.88,Metrô/ônibus + caminhada,15,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L37-L45,L37,Pearl River Mart,L45,Bathhouse Flatiron,2.13,Metrô/ônibus + caminhada,16,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L38-L39,L38,Intrepid Museum,L39,Hudson River Greenway — Midtown,1.13,Caminhada,16,25,Alta,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L38-L40,L38,Intrepid Museum,L40,Hudson Yards,1.23,Metrô/ônibus + caminhada,13,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L38-L41,L38,Intrepid Museum,L41,The Oculus,5.97,Metrô/ônibus + caminhada,28,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L38-L42,L38,Intrepid Museum,L42,9/11 Memorial & Museum,6.00,Metrô + caminhada,32,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L38-L43,L38,Intrepid Museum,L43,Wall Street / NYSE,6.49,Metrô + caminhada,33,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L38-L44,L38,Intrepid Museum,L44,Trinity Church,6.37,Metrô + caminhada,33,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L38-L45,L38,Intrepid Museum,L45,Bathhouse Flatiron,2.85,Metrô/ônibus + caminhada,18,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L39-L40,L39,Hudson River Greenway — Midtown,L40,Hudson Yards,0.34,Caminhada,6,10,Alta,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L39-L41,L39,Hudson River Greenway — Midtown,L41,The Oculus,4.91,Metrô/ônibus + caminhada,24,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L39-L42,L39,Hudson River Greenway — Midtown,L42,9/11 Memorial & Museum,4.93,Metrô/ônibus + caminhada,24,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L39-L43,L39,Hudson River Greenway — Midtown,L43,Wall Street / NYSE,5.43,Metrô/ônibus + caminhada,26,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L39-L44,L39,Hudson River Greenway — Midtown,L44,Trinity Church,5.31,Metrô/ônibus + caminhada,25,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L39-L45,L39,Hudson River Greenway — Midtown,L45,Bathhouse Flatiron,2.19,Metrô/ônibus + caminhada,16,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L40-L41,L40,Hudson Yards,L41,The Oculus,4.75,Metrô/ônibus + caminhada,24,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L40-L42,L40,Hudson Yards,L42,9/11 Memorial & Museum,4.77,Metrô/ônibus + caminhada,24,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L40-L43,L40,Hudson Yards,L43,Wall Street / NYSE,5.26,Metrô/ônibus + caminhada,25,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L40-L44,L40,Hudson Yards,L44,Trinity Church,5.14,Metrô/ônibus + caminhada,25,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L40-L45,L40,Hudson Yards,L45,Bathhouse Flatiron,1.86,Metrô/ônibus + caminhada,15,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L41-L42,L41,The Oculus,L42,9/11 Memorial & Museum,0.16,Caminhada,4,10,Alta,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L41-L43,L41,The Oculus,L43,Wall Street / NYSE,0.52,Caminhada,9,15,Alta,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L41-L44,L41,The Oculus,L44,Trinity Church,0.40,Caminhada,7,10,Alta,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L41-L45,L41,The Oculus,L45,Bathhouse Flatiron,3.63,Metrô/ônibus + caminhada,20,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L42-L43,L42,9/11 Memorial & Museum,L43,Wall Street / NYSE,0.55,Caminhada,9,15,Alta,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L42-L44,L42,9/11 Memorial & Museum,L44,Trinity Church,0.40,Caminhada,7,10,Alta,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L42-L45,L42,9/11 Memorial & Museum,L45,Bathhouse Flatiron,3.71,Metrô/ônibus + caminhada,21,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L43-L44,L43,Wall Street / NYSE,L44,Trinity Church,0.15,Caminhada,4,10,Alta,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L43-L45,L43,Wall Street / NYSE,L45,Bathhouse Flatiron,4.08,Metrô/ônibus + caminhada,22,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L44-L45,L44,Trinity Church,L45,Bathhouse Flatiron,4.00,Metrô/ônibus + caminhada,21,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
